CNT_d_nm,CNT_l_nm,CNT_wt_pct,CNT_vol_frac,Al_particle_size_um,Al_wt_pct,ISS_MPa,Sinter_T_K,Porosity_pct,sigma_y_MPa,Hardness_GPa,sigma_UTS_MPa
16.612859265031066,783.3381522052716,5.0,0.0633802816901408,4.864398861117191,95.0,151.69884615384615,860.4333333333334,1.3205128205128207,251.7,1.0755,398.0
17.528444833223134,722.7914234558656,0.779510022271715,0.01,5.512014015081609,99.2204899777283,146.59384615384616,854.4333333333334,1.435897435897436,239.0,1.0213,378.0
11.601664655527525,1342.0035725993523,2.3489932885906,0.03,2.2041881145133853,97.6510067114094,185.86307692307693,898.4333333333334,0.5897435897435896,456.0,1.9485,571.0
15.745098643128172,848.9567540335341,0.779510022271715,0.01,4.383236449927019,99.2204899777283,156.80384615384617,865.4333333333334,1.2243589743589742,263.0,1.1238,415.9
48.777172274737005,155.78875294733254,1.0,0.0128205128205128,28.7758090569861,99.0,49.206153846153846,775.1,2.9615384615384617,50.0,0.192014207,71.0
44.912993688079986,176.3129602426669,2.0,0.0255681818181818,25.394894211359592,98.0,57.06,781.1,2.8461538461538463,75.5,0.322442652,119.4
22.268592670969667,504.82795426795104,2.0,0.0255681818181818,7.79993967409626,98.0,123.81769230769231,837.7666666666667,1.7564102564102564,187.2,0.8,296.0
49.20172216817287,153.77741162198703,6.0,0.0758426966292135,29.19848661422484,94.0,48.3815,774.4,2.975,50.0,0.151,60.0
49.1814219681895,153.8725982684688,2.3489932885906,0.03,29.178219044590595,97.6510067114094,48.42076923076923,773.15,2.9743589743589745,50.0,0.1837,68.0
46.99877545668708,164.71106004438315,4.33070866141732,0.055,27.2209071471407,95.6692913385827,52.74038461538462,773.15,2.91025641025641,60.4,0.2581,95.5
22.4531476859704,498.6187226752269,0.0,0.0,30.0,100.0,123.03230769230771,813.15,0.3,229.7,0.950264385,295.3
20.0,300.0,1.5,0.019203413940256,30.0,98.5,147.65,813.15,1.012820512820513,290.5,1.240541225,382.6
20.0,300.0,3.0,0.038243626062323,30.0,97.0,147.65,813.15,0.8076923076923077,350.0,1.49649479,452.9
17.967877201341558,696.4477662003499,0.0,0.0,3.0,100.0,144.2376923076923,851.7666666666667,0.8,234.8,1.003220295,371.3
12.5,1060.7968295680996,1.5625,0.02,3.0,98.4375,170.94076923076923,877.1,0.7,290.5,1.24152189,459.4
12.5,1245.9619800319724,3.1390134529148,0.04,3.0,96.8609865470852,181.15076923076924,885.1,0.9,327.3,1.39842829,517.6
